Code_commune_INSEE;Nom_commune;Code_postal;
49266;ST AUGUSTIN DES BOIS;49170;
49271;ST CLEMENT DE LA PLACE;49370;
49272;ST CLEMENT DES LEVEES;49350;
49284;ST GERMAIN DES PRES;49170;
49288;ST JEAN DE LA CROIX;49130;
49290;ST JEAN DES MAUVRETS;49320;
49301;SEVREMOINE;49230;
49301;SEVREMOINE;49230;
49301;SEVREMOINE;49230;
49307;LOIRE AUTHION;49800;
49328;SAUMUR;49400;
49328;SAUMUR;49400;
49333;SEICHES SUR LE LOIR;49140;
49345;BELLEVIGNE EN LAYON;49380;
49352;TOUTLEMONDE;49360;
49367;ERDRE EN ANJOU;49220;
49373;LYS HAUT LAYON;49310;
49373;LYS HAUT LAYON;49540;
49373;LYS HAUT LAYON;49540;
49374;VILLEBERNIER;49400;
49377;VILLEVEQUE;49140;
49381;YZERNAY;49360;
50002;AGNEAUX;50180;
50006;AMIGNY;50620;
50007;ANCTEVILLE;50200;
50008;ANCTOVILLE SUR BOSCQ;50400;
50019;AUCEY LA PLAINE;50170;
50021;AUDOUVILLE LA HUBERT;50480;
50024;AUXAIS;50500;
50026;AZEVILLE;50310;
50029;BARENTON;50720;
50033;BAUBIGNY;50270;
50042;BEAUVOIR;50170;
50048;BESLON;50800;
50052;BEUZEVILLE LA BASTILLE;50360;
50059;BLOSVILLE;50480;
50073;BRANVILLE HAGUE;50440;
50076;BREHAL;50290;
50082;BRICQUEBEC EN COTENTIN;50260;
50082;BRICQUEBEC EN COTENTIN;50260;
50082;BRICQUEBEC EN COTENTIN;50260;
50084;BRICQUEVILLE LA BLOUETTE;50200;
50086;BRILLEVAST;50330;
50093;CAMETOURS;50570;
50099;CARENTAN LES MARAIS;50500;
50120;CHANTELOUP;50510;
50124;LA CHAPELLE UREE;50370;
50125;CHASSEGUEY;50520;
50129;CHERBOURG EN COTENTIN;50130;
50138;COLOMBY;50700;
50139;CONDE SUR VIRE;50420;
50142;VICQ SUR MER;50330;
50142;VICQ SUR MER;50330;
50142;VICQ SUR MER;50330;
50154;LA CROIX AVRANCHIN;50240;
50156;CROSVILLE SUR DOUVE;50360;
50161;LE DEZERT;50620;
50165;DONVILLE LES BAINS;50350;
50166;DOVILLE;50250;
50171;ECULLEVILLE;50440;
50181;FEUGERES;50190;
50182;LA FEUILLIE;50190;
50188;FOLLIGNY;50320;
50194;FRESVILLE;50310;
50197;GAVRAY;50450;
50209;GONNEVILLE LE THEIL;50330;
50215;GOUVILLE SUR MER;50560;
7093;GENESTELLE;7530;
7050;CHAMBONAS;7140;
7044;BROSSAINC;7340;
7080;DEVESSET;7320;
7098;GOURDON;7000;
7045;BURZET;7450;
7103;INTRES;7320;
7072;COUX;7000;
8158;ETREPIGNY;8160;
8148;L ECAILLE;8300;
8149;L ECHELLE;8150;
8154;ESTREBAY;8260;
8161;EXERMONT;8250;
8155;ETALLE;8260;
8145;DOUZY;8140;
8150;ECLY;8300;
8178;FRAILLICOURT;8220;
8183;FROMELENNES;8600;
8205;HAGNICOURT;8430;
8197;GRANDHAM;8250;
8201;GRUYERES;8430;
8182;LE FRETY;8290;
8214;HARGNIES;8170;
8212;HARCY;8150;
8319;NEUVILLE LEZ BEAULIEU;8380;
8328;NOUZONVILLE;8700;
8320;LA NEUVILLE EN TOURNE A FUY;8310;
8318;LA NEUVILLE AUX JOUTES;8380;
8312;MURTIN ET BOGNY;8150;
8329;NOVION PORCIEN;8270;
8321;NEUVILLE DAY;8130;
8333;OLIZY PRIMAT;8250;
8315;NEUFMAISON;8460;
8324;NEUVIZY;8430;
8477;VILLERS DEVANT MOUZON;8210;
8478;VILLERS LE TILLEUL;8430;
8473;VIEUX LES ASFELD;8190;
8465;VAUX LES RUBIGNY;8220;
8466;VAUX LES MOUZON;8210;
8449;THIN LE MOUTIER;8460;
8492;VRIGNE MEUSE;8350;
8458;TOURTERON;8130;
8490;VOUZIERS;8400;
8485;VILLY;8370;
8281;MATTON ET CLEMENCY;8110;
8305;MONTIGNY SUR VENCE;8430;
8298;MONTCY NOTRE DAME;8090;
8282;MAUBERT FONTAINE;8260;
8300;LE MONT DIEU;8390;
8307;MONTMEILLANT;8220;
8297;MONTCORNET;8090;
8301;MONTGON;8390;
8293;MOIRY;8370;
8274;MARCQ;8250;
8366;ROCQUIGNY;8220;
8370;ROUVROY SUR AUDRY;8150;
8340;POILCOURT SYDNEY;8190;
8364;RILLY SUR AISNE;8130;
8360;RENNEVILLE;8220;
8366;ROCQUIGNY;8220;
8391;ST MENGES;8200;
8372;RUBIGNY;8220;
8368;ROIZY;8190;
8335;OMONT;8430;
8396;ST QUENTIN LE PETIT;8220;
8406;SAVIGNY SUR AISNE;8400;
8403;SAULT LES RETHEL;8300;
8404;SAULT ST REMY;8190;
8425;SOMMERANCE;8250;
8424;SOMMAUTHE;8240;
8407;SECHAULT;8250;
8435;TAGNON;8300;
8416;SEUIL;8300;
8409;SEDAN;8200;
9080;CARLA DE ROQUEFORT;9300;
9110;ENCOURTIECH;9200;
9111;ENGOMER;9800;
9123;FORNEX;9350;
9122;FOIX;9000;
9035;BALAGUERES;9800;
9045;BEDEILHAC ET AYNAT;9400;
8501;WILLIERS;8110;
9034;BALACET;9800;
8496;WAGNON;8270;
9033;BAGERT;9230;
9021;ARTIX;9120;
8497;WARCQ;8000;
9030;AUZAT;9220;
8502;YONCQ;8210;
8250;LEFFINCOURT;8310;
8229;HOUDILCOURT;8190;
8219;HAUTEVILLE;8300;
8257;LOGNY BOGNY;8150;
8215;HARRICOURT;8240;
8238;JONVAL;8130;
8236;JANDUN;8430;
8222;HAYBES;8170;
8217;HAULME;8800;
8263;LUMES;8440;
9089;CAZALS DES BAYLES;9500;
49150;GENNETEIL;49490;
49155;GREZ NEUVILLE;49220;
49156;GRUGE L HOPITAL;49520;
49159;HUILLE;49430;
49183;LE LOUROUX BECONNAIS;49370;
49187;MARANS;49500;
49197;MEIGNE LE VICOMTE;49490;
49200;LONGUENEE EN ANJOU;49220;
49200;LONGUENEE EN ANJOU;49770;
49202;MEON;49490;
49209;MONTIGNE LES RAIRIES;49430;
49215;MONTREUIL BELLAY;49260;
49224;NEUILLE;49680;
49234;PARCAY LES PINS;49390;
49237;LA PELLERINE;49490;
49274;ST CYR EN BOURG;49260;
49294;ST LAMBERT LA POTHERIE;49070;
49299;ST LEGER SOUS CHOLET;49280;
49301;SEVREMOINE;49230;
49301;SEVREMOINE;49450;
49307;LOIRE AUTHION;49250;
49317;ST REMY LA VARENNE;49250;
49323;VERRIERES EN ANJOU;49480;
49326;SARRIGNE;49800;
49327;SAULGE L HOPITAL;49320;
49328;SAUMUR;49400;
49328;SAUMUR;49400;
49331;SEGRE;49500;
49335;SOEURDRES;49330;
49338;SOULAINES SUR AUBANCE;49610;
49339;SOULAIRE ET BOURG;49460;
49343;LA TESSOUALLE;49280;
49353;TRELAZE;49800;
49355;TREMENTINES;49340;
49361;VARENNES SUR LOIRE;49730;
49362;VARRAINS;49400;
49367;ERDRE EN ANJOU;49220;
49367;ERDRE EN ANJOU;49370;
49368;VERNANTES;49390;
49370;VERRIE;49400;
49373;LYS HAUT LAYON;49310;
49378;VIVY;49680;
50013;ANNEVILLE EN SAIRE;50760;
50015;ANNOVILLE;50660;
50020;AUDERVILLE;50440;
50023;AUVERS;50500;
50049;BESNEVILLE;50390;
50054;BIEVILLE;50160;
50055;BINIVILLE;50390;
50057;BIVILLE;50440;
50060;LA BLOUTIERE;50800;
50062;BOISYVON;50800;
50076;BREHAL;50290;
50087;BRIX;50700;
50088;BROUAINS;50150;
50094;CAMPROND;50210;
50099;CARENTAN LES MARAIS;50480;
50103;CARQUEBUT;50480;
50105;CATTEVILLE;50390;
50106;CAVIGNY;50620;
50107;CATZ;50500;
50109;CERENCES;50510;
50112;LA CHAISE BAUDOUIN;50370;
50119;LES CHAMPS DE LOSQUE;50620;
50121;LA CHAPELLE CECELIN;50800;
50129;CHERBOURG EN COTENTIN;50100;
50129;CHERBOURG EN COTENTIN;50460;
50130;CHERENCE LE HERON;50800;
50131;CHERENCE LE ROUSSEL;50520;
50137;LA COLOMBE;50800;
50140;CONTRIERES;50660;
50142;VICQ SUR MER;50330;
50159;DANGY;50750;
50167;DRAGEY RONTHON;50530;
50168;DUCEY LES CHERIS;50220;
50187;FLOTTEMANVILLE HAGUE;50690;
50188;FOLLIGNY;50320;
50193;LE FRESNE PORET;50850;
50196;GATTEVILLE LE PHARE;50760;
50207;GOLLEVILLE;50390;
50210;GORGES;50190;
50218;GRANVILLE;50400;
50223;GUEHEBERT;50210;
50229;HAMELIN;50730;
50230;HARDINVAST;50690;
50234;LA HAYE BELLEFOND;50410;
50236;LA HAYE;50250;
50236;LA HAYE;50250;
50236;LA HAYE;50250;
50240;HELLEVILLE;50340;
50248;LE HOMMET D ARTHENAY;50620;
50253;HUISNES SUR MER;50170;
50256;ISIGNY LE BUAT;50540;
50256;ISIGNY LE BUAT;50540;
50256;ISIGNY LE BUAT;50540;
50262;LA LANDE D AIROU;50800;
50269;LIESVILLE SUR DOUVE;50480;
50273;MONTSENELLE;50250;
50282;LE LUOT;50870;
50300;LE MESNIL ADELEE;50520;
60604;SARCUS;60210;
60605;SARNOIS;60210;
60610;SEMPIGNY;60400;
60612;SENLIS;60300;
60618;SERY MAGNEVAL;60800;
60619;SILLY LE LONG;60330;
60624;SULLY;60380;
60626;TALMONTIERS;60590;
60629;THERINES;60380;
60633;THIEULOY ST ANTOINE;60210;
60636;THOUROTTE;60150;
60640;TOURLY;60240;
60646;TROISSEREUX;60112;
60654;VANDELICOURT;60490;
60655;VARESNES;60400;
60656;VARINFROY;60890;
60659;VAUDANCOURT;60240;
60660;LE VAUMAIN;60590;
60661;VAUMOISE;60117;
60664;VENDEUIL CAPLY;60120;
60667;VERBERIE;60410;
60668;VERDEREL LES SAUQUEUSE;60112;
60670;VERNEUIL EN HALATTE;60550;
60678;VILLENEUVE LES SABLONS;60175;
60679;LA VILLENEUVE SOUS THURY;60890;
60686;VILLERS SOUS ST LEU;60340;
60687;VILLERS SUR AUCHY;60650;
60697;VROCOURT;60112;
61001;ALENCON;61000;
61002;ALMENECHES;61570;
61007;ATHIS VAL DE ROUVRE;61100;
61015;AUNOU SUR ORNE;61500;
61019;AVERNES SOUS EXMES;61310;
61020;AVOINE;61150;
61023;BAILLEUL;61160;
61039;LA BELLIERE;61570;
61046;BIZOU;61290;
61048;BOECE;61560;
61050;COUR MAUGIS SUR HUISNE;61110;
61050;COUR MAUGIS SUR HUISNE;61110;
61050;COUR MAUGIS SUR HUISNE;61340;
61056;LE BOUILLON;61500;
61067;BURES;61170;
61068;BURSARD;61500;
61071;CAMEMBERT;61120;
61075;CEAUCE;61330;
61077;CERISE;61000;
61081;CHAILLOUE;61500;
61083;CHAMBOIS;61160;
61096;RIVES D ANDAINE;61410;
61096;RIVES D ANDAINE;61410;
61098;LA CHAPELLE PRES SEES;61500;
61099;LA CHAPELLE SOUEF;61130;
61100;LA CHAPELLE VIEL;61270;
61107;CIRAL;61320;
61113;COMBLOT;61400;
61122;COULMER;61230;
61129;COURGEON;61400;
61131;COURMENIL;61310;
61140;CRULAI;61300;
61145;DOMFRONT EN POIRAIE;61700;
61149;ECHALOU;61440;
61151;ECORCEI;61270;
61167;LA FERTE EN OUCHE;61550;
61167;LA FERTE EN OUCHE;61550;
61168;LA FERTE MACE;61600;
61170;FLEURE;61200;
61178;LA FRESNAIE FAYEL;61230;
61183;GAPREE;61390;
61192;GODISSON;61240;
61195;LE GRAIS;61600;
61196;LE GUE DE LA CHAINE;61130;
61211;JUVIGNY VAL D ANDAINE;61330;
61211;JUVIGNY VAL D ANDAINE;61330;
61211;JUVIGNY VAL D ANDAINE;61330;
61218;LA LANDE PATRY;61100;
61219;LA LANDE ST SIMEON;61100;
61224;LARRE;61250;
61230;LONGNY LES VILLAGES;61290;
61230;LONGNY LES VILLAGES;61290;
61232;LONLAY L ABBAYE;61700;
61240;MACE;61500;
61258;LE MELE SUR SARTHE;61170;
61260;LE MENIL DE BRIOUZE;61220;
61263;MENIL ERREUX;61250;
61271;LE MENIL SCELLEUR;61320;
61277;LA MESNIERE;61560;
61283;MONTABARD;61160;
61290;MONTREUIL AU HOULME;61210;
61308;NEUVY AU HOULME;61210;
61317;ORGERES;61230;
61321;PACE;61250;
61339;PUTANGES LE LAC;61210;
61339;PUTANGES LE LAC;61210;
61341;ECOUVES;61250;
61344;RANES;61150;
61345;REMALARD EN PERCHE;61110;
61350;LA ROCHE MABILE;61420;
61360;ST AGNAN SUR SARTHE;61170;
61366;ST AUBIN DE BONNEVAL;61470;
10439;VIVIERS SUR ARTAUT;10110;
10429;VILLETTE SUR AUBE;10700;
10433;VILLY EN TRODES;10140;
10428;VILLE SUR TERRE;10200;
10437;VIREY SOUS BAR;10260;
11012;ARGELIERS;11120;
10443;VOUGREY;10210;
10441;VOSNON;10130;
11003;AJAC;11300;
11069;CARCASSONNE;11000;
11069;CARCASSONNE;11000;
11069;CARCASSONNE;11000;
11062;CAMPAGNA DE SAULT;11140;
11065;CAMPS SUR L AGLY;11190;
11047;LE BOUSQUET;11140;
11026;BARAIGNE;11410;
11040;BIZANET;11200;
11033;BELPECH;11420;
11067;CANET;11200;
11071;CASCASTEL DES CORBIERES;11360;
11084;CAUX ET SAUZENS;11170;
11089;CENNE MONESTIES;11170;
11076;CASTELNAUDARY;11400;
11088;CAZILHAC;11570;
11095;COMIGNE;11700;
11075;CASTANS;11160;
11092;CITOU;11160;
11090;CEPIE;11300;
11086;CAVES;11510;
11097;CONILHAC DE LA MONTAGNE;11190;
11100;CORBIERES;11230;
11096;COMUS;11340;
92050;NANTERRE;92000;
92073;SURESNES;92150;
92076;VAUCRESSON;92420;
92077;VILLE D AVRAY;92410;
92078;VILLENEUVE LA GARENNE;92390;
93006;BAGNOLET;93170;
93008;BOBIGNY;93000;
93014;CLICHY SOUS BOIS;93390;
93027;LA COURNEUVE;93120;
93029;DRANCY;93700;
93030;DUGNY;93440;
93031;EPINAY SUR SEINE;93800;
93033;GOURNAY SUR MARNE;93460;
93047;MONTFERMEIL;93370;
93048;MONTREUIL;93100;
93049;NEUILLY PLAISANCE;93360;
93059;PIERREFITTE SUR SEINE;93380;
93063;ROMAINVILLE;93230;
93070;ST OUEN;93400;
93072;STAINS;93240;
94003;ARCUEIL;94110;
94015;BRY SUR MARNE;94360;
94022;CHOISY LE ROI;94600;
94034;FRESNES;94260;
94041;IVRY SUR SEINE;94200;
94059;LE PLESSIS TREVISE;94420;
94067;ST MANDE;94160;
94073;THIAIS;94320;
94074;VALENTON;94460;
94075;VILLECRESNES;94440;
94076;VILLEJUIF;94800;
95011;AMBLEVILLE;95710;
95014;ANDILLY;95580;
95018;ARGENTEUIL;95100;
95019;ARNOUVILLE;95400;
95023;ARRONVILLE;95810;
95024;ARTHIES;95420;
95028;ATTAINVILLE;95570;
95042;BAILLET EN FRANCE;95560;
95051;BEAUCHAMP;95250;
95052;BEAUMONT SUR OISE;95260;
95059;BERVILLE;95810;
95063;BEZONS;95870;
95102;BREANCON;95640;
95149;CHAUMONTEL;95270;
95150;CHAUSSY;95710;
95151;CHAUVRY;95560;
95157;CHERENCE;95510;
95176;CORMEILLES EN PARISIS;95240;
95218;ERAGNY;95610;
95229;EZANVILLE;95460;
95257;LA FRETTE SUR SEINE;95530;
95258;FROUVILLE;95690;
95280;GOUSSAINVILLE;95190;
95295;GUIRY EN VEXIN;95450;
95304;HEDOUVILLE;95690;
95309;HODENT;95420;
95316;JAGNY SOUS BOIS;95850;
95323;JOUY LE MOUTIER;95280;
95370;MARINES;95640;
95371;MARLY LA VILLE;95670;
95395;LE MESNIL AUBRY;95720;
95426;MONTLIGNON;95680;
95450;NEUVILLE SUR OISE;95000;
95452;NOINTEL;95590;
95483;LE PERCHAY;95450;
95487;PERSAN;95340;
95488;PIERRELAYE;95220;
50216;GRAIGNES MESNIL ANGOT;50620;
50228;HAMBYE;50450;
50231;HAUTEVILLE SUR MER;50590;
50232;HAUTEVILLE LA GUICHARD;50570;
50236;LA HAYE;50250;
50237;LA HAYE PESNEL;50320;
50252;HUDIMESNIL;50510;
50256;ISIGNY LE BUAT;50540;
50256;ISIGNY LE BUAT;50540;
50256;ISIGNY LE BUAT;50540;
50256;ISIGNY LE BUAT;50540;
50259;JUILLEY;50220;
50261;LAMBERVILLE;50160;
50263;LAPENTY;50600;
50271;LINGEARD;50670;
50273;MONTSENELLE;50250;
50273;MONTSENELLE;50250;
50283;LA LUZERNE;50680;
50285;MAGNEVILLE;50260;
50288;MARCEY LES GREVES;50300;
50292;MARIGNY LE LOZON;50570;
50299;LE MESNIL;50580;
50304;LE MESNIL AUBERT;50510;
50308;LE MESNILBUS;50490;
50311;LE MESNIL GARNIER;50450;
50313;LE MESNIL HERMAN;50750;
50338;MONTBRAY;50410;
50347;MONTJOIE ST MARTIN;50240;
50350;MONTPINCHON;50210;
50354;MONTSURVENT;50200;
50358;MORSALINES;50630;
50359;MORTAIN BOCAGE;50140;
50359;MORTAIN BOCAGE;50140;
50359;MORTAIN BOCAGE;50140;
50360;MORVILLE;50700;
50364;MUNEVILLE LE BINGARD;50490;
50369;NEGREVILLE;50260;
50372;NEUFMESNIL;50250;
50373;NEUVILLE AU PLAIN;50480;
50374;NEUVILLE EN BEAUMONT;50250;
50378;NOTRE DAME DE CENILLY;50210;
50382;NOUAINVILLE;50690;
50384;OCTEVILLE L AVENEL;50630;
50393;PERCY EN NORMANDIE;50410;
50395;LA PERNELLE;50630;
50407;POILLEY;50220;
50410;PONTORSON;50170;
50410;PONTORSON;50170;
50410;PONTORSON;50170;
50410;PONTORSON;50170;
50410;PONTORSON;50170;
50413;PRECEY;50220;
50419;QUETTREVILLE SUR SIENNE;50660;
50426;RAUVILLE LA PLACE;50390;
50427;RAVENOVILLE;50480;
50448;ST AUBIN DE TERREGATTE;50240;
50449;ST AUBIN DU PERRON;50490;
50451;ST BRICE;50300;
50455;ST CLAIR SUR L ELLE;50680;
50456;ST CLEMENT RANCOUDRAY;50140;
50467;ST FLOXEL;50310;
50468;ST FROMOND;50620;
50476;ST GERMAIN D ELLE;50810;
50484;ST HILAIRE DU HARCOUET;50730;
50488;ST JEAN DE DAYE;50620;
50492;ST JEAN D ELLE;50810;
50492;ST JEAN D ELLE;50810;
50493;ST JEAN DES CHAMPS;50320;
50493;ST JEAN DES CHAMPS;50320;
50503;ST LO D OURVILLE;50580;
50509;STE MARIE DU MONT;50480;
50511;ST MARTIN D AUDOUVILLE;50310;
50514;CHAULIEU;50150;
50524;ST MICHEL DE LA PIERRE;50490;
50529;ST NICOLAS DES BOIS;50370;
50540;ST PIERRE LANGERS;50530;
50546;BOURGVALLEES;50750;
50550;ST SAUVEUR LENDELIN;50490;
50552;ST SEBASTIEN DE RAIDS;50190;
50553;ST SENIER DE BEUVRON;50240;
50565;SARTILLY BAIE BOCAGE;50530;
50565;SARTILLY BAIE BOCAGE;50530;
50576;SIOUVILLE HAGUE;50340;
50580;SOTTEVILLE;50340;
50584;SUBLIGNY;50870;
50591;LE TEILLEUL;50640;
50591;LE TEILLEUL;50640;
50592;TESSY BOCAGE;50420;
50598;TOCQUEVILLE;50330;
50600;TONNEVILLE;50460;
50601;TORIGNY LES VILLES;50160;
50601;TORIGNY LES VILLES;50160;
50605;TRELLY;50660;
50608;TROISGOTS;50420;
50613;VALCANVILLE;50760;
50621;VAUDREVILLE;50310;
50628;VERNIX;50370;
50629;VESLY;50430;
50636;VIERVILLE;50480;
32193;LAREE;32150;
9096;CHATEAU VERDUN;9310;
9086;CAUMONT;9160;
9109;DURFORT;9130;
9063;LE BOSC;9000;
9095;CESCAU;9800;
9090;CAZAUX;9120;
9069;BUZAN;9800;
9056;BEZAC;9100;
9099;COS;9000;
9125;FOUGAX ET BARRINEUF;9300;
9135;GOULIER;9220;
9133;GENAT;9400;
9127;GABRE;9290;
2229;COURTRIZY ET FUSSIGNY;2820;
2200;CLERMONT LES FERMES;2340;
2241;LA CROIX SUR OURCQ;2210;
2211;CONDE SUR SUIPPE;2190;
2209;CONDE EN BRIE;2330;
2183;CHEVREGNY;2000;
2213;CONNIGIS;2330;
2212;CONDREN;2700;
2204;COINGT;2360;
2188;CHIGNY;2120;
2139;CAILLOUEL CREPIGNY;2300;
2090;BILLY SUR OURCQ;2210;
2096;BOIS LES PARGNY;2270;
2132;BUCY LES CERNY;2870;
2106;BOURG ET COMIN;2160;
2131;BUCY LE LONG;2880;
2099;BONNESVALYN;2400;
2136;BURELLES;2140;
2120;BRENELLE;2220;
2110;BRAINE;2220;
2081;BETHANCOURT EN VAUX;2300;
2089;BILLY SUR AISNE;2200;
2071;BERNY RIVIERE;2290;
2063;BELLENGLISE;2420;
2076;BERTRICOURT;2190;
2061;BECQUIGNY;2110;
2083;BEUVARDES;2130;
2072;BERRIEUX;2820;
2069;BERLISE;2340;
2055;BEAUME;2500;
2140;CAMELIN;2300;
2146;CELLES LES CONDE;2330;
2151;CERNY LES BUCY;2870;
2144;CAULAINCOURT;2490;
2171;CHAUDARDES;2160;
2174;CHAVIGNON;2000;
2167;CHASSEMY;2370;
2140;CAMELIN;2300;
2165;CHARMES;2800;
2173;CHAUNY;2300;
2320;FONTAINE LES CLERCS;2680;
2335;FRESSANCOURT;2800;
2324;FONTENELLE;2170;
2310;FIEULAINE;2110;
2326;FONTENOY;2290;
1036;BELMONT LUTHEZIEU;1260;
1093;CHATILLON SUR CHALARONNE;1400;
1095;CHAVANNES SUR SURAN;1250;
1100;CHEIGNIEU LA BALME;1510;
1084;CHANOZ CHATENAY;1400;
1037;BENONCES;1470;
1050;BOISSEY;1380;
1034;BELLEY;1300;
1076;CHALEY;1230;
1063;BRION;1460;
1184;HAUTECOURT ROMANECHE;1250;
1189;INJOUX GENISSIAT;1200;
1194;JASSANS RIOTTIER;1480;
1190;INNIMOND;1680;
1200;LABALME;1450;
1191;IZENAVE;1430;
1202;LAGNIEU;1150;
1198;JOYEUX;1800;
1188;ILLIAT;1140;
1193;IZIEU;1300;
1262;MONTLUEL;1120;
1283;OYONNAX;1100;
1277;NIVOLLET MONTGRIFFON;1230;
1265;MONTREAL LA CLUSE;1460;
1250;MISERIEUX;1600;
1258;MONTCEAUX;1090;
1269;NANTUA;1460;
1275;NEYRON;1700;
1269;NANTUA;1130;
1281;ORNEX;1210;
1139;CURCIAT DONGALON;1560;
1104;CHEZERY FORENS;1200;
1125;CORVEISSIAT;1250;
1140;CURTAFOND;1310;
1181;GROISSIAT;1100;
1183;GUEREINS;1090;
1152;ECHALLON;1130;
1107;CLEYZIEU;1230;
1155;EVOSGES;1230;
1106;CIZE;1250;
2023;ARMENTIERES SUR OURCQ;2210;
2017;ANGUILCOURT LE SART;2800;
50301;LE MESNIL AMAND;50450;
50302;LE MESNIL AMEY;50570;
50305;LE MESNIL AU VAL;50110;
50315;LE MESNILLARD;50600;
50318;LE MESNIL RAINFRAY;50520;
50320;LE MESNIL ROGUES;50450;
50333;LES MOITIERS EN BAUPTOIS;50360;
50341;MONTEBOURG;50310;
50348;MONTMARTIN EN GRAIGNES;50620;
50349;MONTMARTIN SUR MER;50590;
50351;MONTRABOT;50810;
50353;LE MONT ST MICHEL;50170;
50359;MORTAIN BOCAGE;50140;
50379;NOTRE DAME DE LIVOYE;50370;
50397;PERRIERS EN BEAUFICEL;50150;
50398;LE PERRON;50160;
50400;PICAUVILLE;50480;
50403;PIROU;50770;
50410;PONTORSON;50170;
50421;QUINEVILLE;50310;
50425;RAUVILLE LA BIGOT;50260;
50429;REGNEVILLE SUR MER;50590;
50435;ROCHEVILLE;50260;
50444;ST AMAND;50160;
50445;ST ANDRE DE BOHON;50500;
50446;ST ANDRE DE L EPINE;50680;
50456;ST CLEMENT RANCOUDRAY;50140;
50460;STE CROIX HAGUE;50440;
50471;ST GEORGES DE LA RIVIERE;50270;
50472;ST GEORGES DE LIVOYE;50370;
50475;ST GEORGES MONTCOCQ;50000;
50484;ST HILAIRE DU HARCOUET;50600;
50485;ST HILAIRE PETITVILLE;50500;
50486;ST JACQUES DE NEHOU;50390;
50491;ST JEAN DE SAVIGNY;50680;
50492;ST JEAN D ELLE;50810;
50498;ST JOSEPH;50700;
50502;ST LO;50000;
50504;ST LOUET SUR VIRE;50420;
50510;ST MARTIN D AUBIGNY;50190;
50513;ST MARTIN DE CENILLY;50210;
50517;ST MARTIN DE VARREVILLE;50480;
50523;STE MERE EGLISE;50480;
50531;ST OVIN;50220;
50531;ST OVIN;50300;
50533;ST PATRICE DE CLAIDS;50190;
50535;LE PARC;50870;
50535;LE PARC;50870;
50542;ST POIS;50670;
50551;ST SAUVEUR LE VICOMTE;50390;
50563;ST VIGOR DES MONTS;50420;
50565;SARTILLY BAIE BOCAGE;50530;
50565;SARTILLY BAIE BOCAGE;50530;
50567;SAUSSEMESNIL;50700;
50569;SAVIGNY;50210;
50570;SAVIGNY LE VIEUX;50640;
50573;SERVIGNY;50200;
50577;SORTOSVILLE EN BEAUMONT;50270;
50579;SOTTEVAST;50260;
50582;SOURDEVAL;50150;
50587;TAILLEPIED;50390;
50588;TAMERVILLE;50700;
50590;LE TANU;50320;
50593;TEURTHEVILLE BOCAGE;50630;
50596;THEVILLE;50330;
50603;TOURVILLE SUR SIENNE;50200;
50616;LE VAL ST PERE;50300;
50620;VASTEVILLE;50440;
50633;LE VICEL;50760;
50634;VIDECOSVILLE;50630;
50637;VILLEBAUDON;50410;
61086;LES CHAMPEAUX;61120;
61091;CHAMPSECRET;61700;
61093;CHANU;61800;
61094;LA CHAPELLE AU MOINE;61100;
61096;RIVES D ANDAINE;61140;
61105;CHEMILLI;61360;
61110;LA COCHERE;61310;
61116;SABLONS SUR HUISNE;61110;
61126;COULONGES SUR SARTHE;61170;
61133;COURTOMER;61390;
61139;CROUTTES;61120;
61142;DAME MARIE;61130;
61153;ECOUCHE LES VALLEES;61150;
61153;ECOUCHE LES VALLEES;61150;
61158;FAVEROLLES;61600;
61161;FEL;61160;
61164;LA FERRIERE BECHET;61500;
61165;LA FERRIERE BOCHARD;61420;
61166;FERRIERES LA VERRERIE;61390;
61167;LA FERTE EN OUCHE;61470;
61167;LA FERTE EN OUCHE;61470;
61167;LA FERTE EN OUCHE;61550;
61167;LA FERTE EN OUCHE;61550;
61169;FLERS;61100;
61173;FONTENAI SUR ORNE;61200;
61180;FRESNAY LE SAMSON;61120;
61182;GANDELAIN;61420;
61187;LES GENETTES;61270;
61203;HELOUP;61250;
61370;ST BRICE;61700;
61371;ST BRICE SOUS RANES;61150;
61379;ST CYR LA ROSIERE;61130;
61383;ST DIDIER SOUS ECOUVES;61320;
61397;ST GERMAIN DU CORBEIS;61000;
61399;ST GERVAIS DES SABLONS;61160;
61411;ST JOUIN DE BLAVOU;61360;
61418;ST MARD DE RENO;61400;
61419;STE MARGUERITE DE CARROUGES;61320;
61422;LES ASPRES;61270;
61424;ST MARTIN DES LANDES;61320;
61425;ST MARTIN DES PEZERITS;61380;
61427;ST MARTIN L AIGUILLON;61320;
61442;ST PATRICE DU DESERT;61600;
61460;SAP EN AUGE;61470;
61461;LE SAP ANDRE;61230;
61464;SEES;61500;
61466;LA SELLE LA FORGE;61100;
61468;SENTILLY;61150;
61476;SURE;61360;
61484;VAL AU PERCHE;61260;
61486;TINCHEBRAY BOCAGE;61800;
61491;TOUROUVRE AU PERCHE;61190;
61494;TRUN;61160;
61500;LA VENTROUZE;61190;
61502;VIDAI;61360;
61507;VILLIERS SOUS MORTAGNE;61400;
61508;VIMOUTIERS;61120;
61510;VITRAI SOUS LAIGLE;61300;
62007;ACQ;62144;
62011;AGNEZ LES DUISANS;62161;
62016;AIRON ST VAAST;62180;
62018;AIX EN ISSART;62170;
