nom,ville,pays,latitude,longitude
Speyer Airfield,Speyer,Germany,49.304722,8.451389
Zweibrücken Airport,Zweibruecken,Germany,49.2094,7.40056
Donaueschingen-Villingen Airport,Donaueschingen,Germany,47.9733314514,8.5222215653
Freiburg i. Br. Airport,Freiburg,Germany,48.0227775574,7.8324999809
Mengen-Hohentengen Airport,Mengen,Germany,48.0538902283,9.3727779388
Adolf Würth Airport,Schwaebisch Hall,Germany,49.1183319092,9.7838888168
Finsterwalde/Schacksdorf Airport,Soest,Germany,51.607498,13.743611
Braunschweig-Wolfsburg Airport,Braunschweig,Germany,52.319199,10.5561
Kassel-Calden Airport,Kassel,Germany,51.417273,9.384967
Hildesheim Airport,Hildesheim,Germany,52.181388855,9.9463891983
Bremerhaven Airport,Bremerhaven,Germany,53.506943,8.572778
Emden Airport,Emden,Germany,53.391109,7.2275
Leer-Papenburg Airport,Leer,Germany,53.2719421387,7.4416670799
Wilhelmshaven-Mariensiel Airport,Wilhelmshaven,Germany,53.5022201538,8.0522222519
Borkum Airport,Borkum,Germany,53.59639,6.709167
Norderney Airport,Norderney,Germany,53.706943512,7.2300000191
Flensburg-Schäferhaus Airport,Flensburg,Germany,54.7733345032,9.3788890839
Rendsburg-Schachtholm Airport,Rendsburg,Germany,54.2200012207,9.5994443893
Westerland Sylt Airport,Westerland,Germany,54.9132003784,8.340470314
Ämari Air Base,Armari Air Force Base,Estonia,59.2602996826,24.2084999084
Kärdla Airport,Kardla,Estonia,58.9907989502,22.8306999207
Kuressaare Airport,Kuressaare,Estonia,58.2299003601,22.5095005035
Pärnu Airport,Parnu,Estonia,58.4189987183,24.4727993011
Lennart Meri Tallinn Airport,Tallinn-ulemiste International,Estonia,59.4132995605,24.8327999115
Tartu Airport,Tartu,Estonia,58.3074989319,26.6903991699
Enontekio Airport,Enontekio,Finland,68.3626022339,23.4242992401
Eura Airport,Eura,Finland,61.1161003113,22.2014007568
Halli Airport,Halli,Finland,61.856039,24.786686
Helsinki Malmi Airport,Helsinki,Finland,60.2546005249,25.0428009033
Helsinki Vantaa Airport,Helsinki,Finland,60.317199707,24.963300705
Hameenkyro Airport,Hameenkyro,Finland,61.6897010803,23.0736999512
Hanko Airport,Hanko,Finland,59.8488998413,23.0835990906
Hyvinkää Airfield,Hyvinkaa,Finland,60.6543998718,24.8810997009
Kiikala Airport,Kikala,Finland,60.4625015259,23.6525001526
Immola Airport,Immola,Finland,61.2491989136,28.9036998749
Kitee Airport,Kitee,Finland,62.1661,30.073601
Ivalo Airport,Ivalo,Finland,68.6072998047,27.4053001404
Joensuu Airport,Joensuu,Finland,62.6628990173,29.6075000763
Jyvaskyla Airport,Jyvaskyla,Finland,62.3995018005,25.6783008575
Kauhava Airport,Kauhava,Finland,63.127102,23.051399
Kemi-Tornio Airport,Kemi,Finland,65.7787017822,24.5820999146
Kajaani Airport,Kajaani,Finland,64.2854995728,27.6923999786
Kauhajoki Airport,Kauhajoki,Finland,62.4625015259,22.3931007385
Kokkola-Pietarsaari Airport,Kruunupyy,Finland,63.7211990356,23.1431007385
Kemijarvi Airport,Kemijarvi,Finland,66.712898,27.156799
Kuusamo Airport,Kuusamo,Finland,65.9876022339,29.2394008636
Kittilä Airport,Kittila,Finland,67.7009963989,24.8467998505
Kuopio Airport,Kuopio,Finland,63.0070991516,27.7978000641
Lahti Vesivehmaa Airport,Vesivehmaa,Finland,61.144199,25.693501
Lappeenranta Airport,Lappeenranta,Finland,61.044601,28.144743
Mariehamn Airport,Mariehamn,Finland,60.1222000122,19.8981990814
Menkijarvi Airport,Menkijarvi,Finland,62.9467010498,23.5188999176
Mikkeli Airport,Mikkeli,Finland,61.6866,27.201799
Nummela Airport,Nummela,Finland,60.3339004517,24.2964000702
Oulu Airport,Oulu,Finland,64.9300994873,25.3546009064
Piikajarvi Airport,Piikajarvi,Finland,61.2456016541,22.1933994293
Pori Airport,Pori,Finland,61.4617004395,21.7999992371
Pudasjärvi Airport,Pudasjarvi,Finland,65.4021987915,26.9468994141
Pyhäsalmi Airport,Pyhasalmi,Finland,63.7318992615,25.9263000488
Raahe Pattijoki Airport,Pattijoki,Finland,64.6881027222,24.6958007812
Rantasalmi Airport,Rantasalmi,Finland,62.0654983521,28.3565006256
Rovaniemi Airport,Rovaniemi,Finland,66.5647964478,25.8304004669
Rayskala Airport,Rayskala,Finland,60.7447013855,24.10779953
Savonlinna Airport,Savonlinna,Finland,61.9430999756,28.9451007843
Selanpaa Airport,Selanpaa,Finland,61.0624008179,26.7989006042
Sodankyla Airport,Sodankyla,Finland,67.3949966431,26.6191005707
Tampere-Pirkkala Airport,Tampere,Finland,61.414100647,23.6044006348
Teisko Airport,Teisko,Finland,61.7733,24.027
Turku Airport,Turku,Finland,60.5140991211,22.2628002167
Utti Air Base,Utti,Finland,60.8964004517,26.9384002686
Vaasa Airport,Vaasa,Finland,63.0507011414,21.7621994019
Varkaus Airport,Varkaus,Finland,62.1711006165,27.8686008453
Ylivieska Airfield,Ylivieska-raudaskyla,Finland,64.0547222,24.7252778
Belfast International Airport,Belfast,United Kingdom,54.6575012207,-6.2158298492
St Angelo Airport,Enniskillen,United Kingdom,54.3988990784,-7.6516699791
George Best Belfast City Airport,Belfast,United Kingdom,54.6180992126,-5.8724999428
City of Derry Airport,Londonderry,United Kingdom,55.0428009033,-7.1611099243
Birmingham International Airport,Birmingham,United Kingdom,52.4538993835,-1.7480299473
Coventry Airport,Coventry,United Kingdom,52.3697013855,-1.4797199965
Leicester Airport,Leicester,United Kingdom,52.60779953,-1.0319399834
Gloucestershire Airport,Golouchestershire,United Kingdom,51.8941993713,-2.1672201157
Wolverhampton Halfpenny Green Airport,Halfpenny Green,United Kingdom,52.5175018311,-2.2594399452
Cotswold Airport,Pailton,United Kingdom,51.668095,-2.05694
Turweston Airport,Turweston,United Kingdom,52.0407981873,-1.0955599546
Wellesbourne Mountford Airport,Wellesbourne,United Kingdom,52.192199707,-1.6144399643
Manchester Airport,Manchester,United Kingdom,53.3536987305,-2.2749500275
Manchester Woodford Airport,Woodfort,United Kingdom,53.3381,-2.14889
Royal Marines Base Chivenor Airport,Chivenor,United Kingdom,51.0872001648,-4.1503400803
Newquay Cornwall Airport,Newquai,United Kingdom,50.4406013489,-4.9954099655
RAF Lyneham,Lyneham,United Kingdom,51.5051,-1.99343
MoD Boscombe Down Airport,Boscombe Down,United Kingdom,51.1521987915,-1.747410059
RNAS Culdrose,Culdrose,United Kingdom,50.086101532,-5.255710125
MoD St. Athan,St. Athan,United Kingdom,51.4048,-3.43575
RNAS Yeovilton,Yeovilton,United Kingdom,51.0093994141,-2.6388199329
Haverfordwest Airport,Haverfordwest,United Kingdom,51.8330993652,-4.9611101151
Cardiff International Airport,Cardiff,United Kingdom,51.3967018127,-3.3433299065
Swansea Airport,Swansea,United Kingdom,51.6053009033,-4.0678300858
Bristol Airport,Bristol,United Kingdom,51.382702,-2.71909
Liverpool John Lennon Airport,Liverpool,United Kingdom,53.3335990906,-2.8497200012
London Luton Airport,London,United Kingdom,51.8746986389,-0.3683330119
Plymouth City Airport,Plymouth,United Kingdom,50.422798,-4.10583
Bournemouth Airport,Bournemouth,United Kingdom,50.7799987793,-1.8424999714
Southampton Airport,Southampton,United Kingdom,50.9502983093,-1.3567999601
Lasham Airport,Lasham,United Kingdom,51.1871986389,-1.0334999561
Alderney Airport,Alderney,Guernsey,49.706104,-2.21472
Guernsey Airport,Guernsey,Guernsey,49.4350013733,-2.6019699574
Jersey Airport,Jersey,Jersey,49.207901001,-2.1955099106
Shoreham Airport,Shoreham By Sea,United Kingdom,50.835602,-0.297222
London Biggin Hill Airport,Biggin Hill,United Kingdom,51.3307991028,0.0324999988
London Gatwick Airport,London,United Kingdom,51.148102,-0.190278
London City Airport,London,United Kingdom,51.505299,0.055278
Farnborough Airport,Farnborough,United Kingdom,51.2757987976,-0.7763329744
Chalgrove Airport,Chalsgrove,United Kingdom,51.6761016846,-1.080829978
Blackbushe Airport,Blackbushe,United Kingdom,51.3238983154,-0.8475000262
London Heathrow Airport,London,United Kingdom,51.4706,-0.461941
Southend Airport,Southend,United Kingdom,51.5713996887,0.695555985
Lydd Airport,Lydd,United Kingdom,50.9561004639,0.9391670227
Kent International Airport,Manston,United Kingdom,51.342201,1.34611
Brough Airport,Brough,United Kingdom,53.7197,-0.566333
Carlisle Airport,Carlisle,United Kingdom,54.9375,-2.8091700077
Retford Gamston Airport,Repton,United Kingdom,53.2806015015,-0.9513890147
Blackpool International Airport,Blackpool,United Kingdom,53.7717018127,-3.0286099911
Humberside Airport,Humberside,United Kingdom,53.5744018555,-0.3508329988
Barrow Walney Island Airport,Barrow Island,United Kingdom,54.1286111,-3.2675
Leeds Bradford Airport,Leeds,United Kingdom,53.8658981323,-1.6605700254
Warton Airport,Warton,United Kingdom,53.745098,-2.88306
Hawarden Airport,Hawarden,United Kingdom,53.1781005859,-2.9777801037
Isle of Man Airport,Isle Of Man,Isle of Man,54.0833015442,-4.6238899231
Newcastle Airport,Newcastle,United Kingdom,55.0374984741,-1.6916699409
Durham Tees Valley Airport,Teesside,United Kingdom,54.5092010498,-1.4294099808
East Midlands Airport,East Midlands,United Kingdom,52.8311004639,-1.3280600309
Llanbedr Airport,Llanbedr,United Kingdom,52.8116989136,-4.1235799789
RAF Ternhill,Ternhill,United Kingdom,52.8712005615,-2.5335600376
RAF Shawbury,Shawbury,United Kingdom,52.7981987,-2.6680400372
RAF Woodvale,Woodvale,United Kingdom,53.5816,-3.05552
Kirkwall Airport,Kirkwall,United Kingdom,58.9578018188,-2.9049999714
Sumburgh Airport,Sumburgh,United Kingdom,59.8788986206,-1.2955600023
Wick Airport,Wick,United Kingdom,58.4589004517,-3.0930600166
Aberdeen Dyce Airport,Aberdeen,United Kingdom,57.2019004822,-2.1977798939
Inverness Airport,Inverness,United Kingdom,57.5424995422,-4.0475001335
Glasgow International Airport,Glasgow,United Kingdom,55.8718986511,-4.4330601692
Edinburgh Airport,Edinburgh,United Kingdom,55.9500007629,-3.3724999428
Islay Airport,Islay,United Kingdom,55.6819000244,-6.2566699982
Glasgow Prestwick Airport,Prestwick,United Kingdom,55.5093994141,-4.5866699219
Benbecula Airport,Benbecula,United Kingdom,57.481098175,-7.3627800941
Scatsta Airport,Scatsta,United Kingdom,60.432800293,-1.296110034
Dundee Airport,Dundee,United Kingdom,56.4524993896,-3.0258300304
Stornoway Airport,Stornoway,United Kingdom,58.2155990601,-6.3311100006
Tiree Airport,Tiree,United Kingdom,56.4991989136,-6.8691701889
RAF Leuchars,Leuchars,United Kingdom,56.3728981018,-2.8684399128
RAF Lossiemouth,Lossiemouth,United Kingdom,57.7052001953,-3.3391699791
Cambridge Airport,Cambridge,United Kingdom,52.205002,0.175
Peterborough Business Airport,Peterborough,United Kingdom,52.4681015015,-0.2511110008
Norwich International Airport,Norwich,United Kingdom,52.6758003235,1.2827800512
London Stansted Airport,London,United Kingdom,51.8849983215,0.2349999994
North Weald Airport,North Weald,United Kingdom,51.721698761,0.1541669965
Sheffield City Heliport,Fowlmere,United Kingdom,53.394299,-1.38849
Cranfield Airport,Cranfield,United Kingdom,52.0722007751,-0.6166669726
Exeter International Airport,Exeter,United Kingdom,50.7344017029,-3.4138898849
Bristol Filton Airport,Bristol,United Kingdom,51.5194015503,-2.5908300877
Oxford (Kidlington) Airport,Oxford,United Kingdom,51.8368988037,-1.3200000525
RAF Benson,Benson,United Kingdom,51.6164016724,-1.0958299637
RAF Lakenheath,Lakenheath,United Kingdom,52.4093017578,0.5609999895
RAF Mildenhall,Mildenhall,United Kingdom,52.3619003296,0.4864059985
RAF Wattisham,Wattisham,United Kingdom,52.1273002625,0.956264019
RAF Wyton,Wyton,United Kingdom,52.3572006226,-0.107832998
RAF Fairford,Fairford,United Kingdom,51.6822013855,-1.7900300026
RAF Brize Norton,Brize Norton,United Kingdom,51.75,-1.58362
RAF Odiham,Odiham,United Kingdom,51.2341003418,-0.9428250194
DCAE Cosford Air Base,Cosford,United Kingdom,52.639999,-2.30558
RAF Northolt,Northolt,United Kingdom,51.5530014038,-0.418166995
RAF Coningsby,Coningsby,United Kingdom,53.0929985046,-0.1660140008
RAF Dishforth,Dishforth,United Kingdom,54.1371994019,-1.4202500582
Leeming Airport,Leeming,United Kingdom,54.2924,-1.5354
Leeds East Airport,Church Fenton,United Kingdom,53.834301,-1.1955
RAF Honington,Honington,United Kingdom,52.3426017761,0.7729390264
RAF Cottesmore,Cottesmore,United Kingdom,52.735699,-0.648769
RAF Scampton,Scampton,United Kingdom,53.307800293,-0.5508329868
RAF Wittering,Wittering,United Kingdom,52.612598,-0.476453
RAF Linton-On-Ouse,Linton-on-ouse,United Kingdom,54.0489006042,-1.2527500391
RAF Waddington,Waddington,United Kingdom,53.1661987305,-0.5238109827
RAF Topcliffe,Topcliffe,United Kingdom,54.2055015564,-1.3820899725
RAF Cranwell,Cranwell,United Kingdom,53.0303001404,-0.4832420051
RAF Barkston Heath,Barkston Heath,United Kingdom,52.9622001648,-0.5616250038
RAF Marham,Marham,United Kingdom,52.648395,0.550692
Mount Pleasant Airport,Mount Pleasant,Falkland Islands,-51.8227996826,-58.4472007751
Amsterdam Airport Schiphol,Amsterdam,Netherlands,52.308601,4.76389
Budel Airfield Kempen,Weert,Netherlands,51.255299,5.60139
Maastricht Aachen Airport,Maastricht,Netherlands,50.911701,5.77014
Deelen Air Base,Deelen,Netherlands,52.0606,5.87306
Drachten Airport,Drachten,Netherlands,53.1192016602,6.129720211
Eindhoven Airport,Eindhoven,Netherlands,51.4500999451,5.3745298386
Eelde Airport,Groningen,Netherlands,53.1197013855,6.5794401169
Gilze Rijen Air Base,Gilze-rijen,Netherlands,51.567401886,4.9318299294
De Kooy Airport,De Kooy,Netherlands,52.9234008789,4.7806200981
Lelystad Airport,Lelystad,Netherlands,52.4603,5.52722
Leeuwarden Air Base,Leeuwarden,Netherlands,53.2285995483,5.7605600357
Rotterdam The Hague Airport,Rotterdam,Netherlands,51.956902,4.43722
Soesterberg Air Base,Soesterberg,Netherlands,52.1273002625,5.2761898041
Twente Airport,Enschede,Netherlands,52.275833,6.889167
Valkenburg Naval Air Base,Valkenburg,Netherlands,52.1660995483,4.4179401398
Woensdrecht Air Base,Woensdrecht,Netherlands,51.4491,4.34203
Cork Airport,Cork,Ireland,51.8413009644,-8.491109848
Galway Airport,Galway,Ireland,53.300201416,-8.9415903091
Dublin Airport,Dublin,Ireland,53.421299,-6.27007
Ireland West Knock Airport,Connaught,Ireland,53.9103012085,-8.8184900284
Kerry Airport,Kerry,Ireland,52.1809005737,-9.5237798691
Casement Air Base,Casement,Ireland,53.301700592,-6.4513301849
Shannon Airport,Shannon,Ireland,52.702,-8.92482
Sligo Airport,Sligo,Ireland,54.2802009583,-8.5992097855
Waterford Airport,Waterford,Ireland,52.1871986389,-7.0869598389
Aarhus Airport,Aarhus,Denmark,56.2999992371,10.6190004349
Billund Airport,Billund,Denmark,55.7402992249,9.1517801285
Copenhagen Kastrup Airport,Copenhagen,Denmark,55.6179008484,12.6560001373
Esbjerg Airport,Esbjerg,Denmark,55.525902,8.5534
Grønholt Hillerød Airport,Gronholt,Denmark,55.9413986206,12.3822002411
Karup Airport,Karup,Denmark,56.2975006104,9.1246299744
Læsø Airport,Laeso,Denmark,57.2771987915,11.0001001358
Lolland Falster Maribo Airport,Maribo,Denmark,54.699299,11.4401
Odense Airport,Odense,Denmark,55.4766998291,10.3309001923
Kruså-Padborg Airport,Krusa-padborg,Denmark,54.870300293,9.279009819
Copenhagen Roskilde Airport,Copenhagen,Denmark,55.5856018066,12.1314001083
Bornholm Airport,Ronne,Denmark,55.0633010864,14.7595996857
Sønderborg Airport,Soenderborg,Denmark,54.9644012451,9.7917299271
Skrydstrup Air Base,Skrydstrup,Denmark,55.221048,9.26702
Skive Airport,Skive,Denmark,56.550201416,9.1729803085
Thisted Airport,Thisted,Denmark,57.0688018799,8.7052202225
Kolding Vamdrup Airfield,Kolding,Denmark,55.436298,9.33092
Vagar Airport,Vagar,Faroe Islands,62.0635986328,-7.2772197723
Vesthimmerlands Flyveplads,Vesthimmerland,Denmark,56.846901,9.45861
Stauning Airport,Stauning,Denmark,55.9901008606,8.3539104462
Aalborg Airport,Aalborg,Denmark,57.0927589138,9.8492431641
Luxembourg-Findel International Airport,Luxemburg,Luxembourg,49.6233333,6.2044444
Ålesund Airport,Alesund,Norway,62.5625,6.119699955
Andøya Airport,Andoya,Norway,69.2925033569,16.1441993713
Alta Airport,Alta,Norway,69.9760971069,23.3717002869
Bømoen Airport,Voss,Norway,60.6389007568,6.5015001297
Brønnøysund Airport,Bronnoysund,Norway,65.4610977173,12.217499733
Bodø Airport,Bodo,Norway,67.269203186,14.3653001785
Bergen Airport Flesland,Bergen,Norway,60.29339981,5.218140125
Båtsfjord Airport,Batsfjord,Norway,70.6005020142,29.691400528
Kristiansand Airport,Kristiansand,Norway,58.204201,8.08537
Geilo Airport Dagali,Geilo,Norway,60.417301178,8.5183496475
Bardufoss Airport,Bardufoss,Norway,69.0558013916,18.5403995514
"Harstad/Narvik Airport, Evenes",Harstad/Narvik,Norway,68.4913024902,16.6781005859
Leirin Airport,Fagernes,Norway,61.0155982971,9.2880601883
Florø Airport,Floro,Norway,61.5835990906,5.024720192
Oslo Lufthavn,Oslo,Norway,60.121,11.0502
Haugesund Airport,Haugesund,Norway,59.3452987671,5.2083601952
Hasvik Airport,Hasvik,Norway,70.4867019653,22.1396999359
Kristiansund Airport (Kvernberget),Kristiansund,Norway,63.1118011475,7.8245201111
Kjeller Airport,Kjeller,Norway,59.9692993164,11.0361003876
Kirkenes Airport (Høybuktmoen),Kirkenes,Norway,69.7257995605,29.8913002014
Lista Airport,Farsund,Norway,58.0994987488,6.6260499954
Molde Airport,Molde,Norway,62.7447013855,7.2624998093
Mosjøen Airport (Kjærstad),Mosjoen,Norway,65.783996582,13.2149000168
Banak Airport,Lakselv,Norway,70.0688018799,24.9734992981
Notodden Airport,Notodden,Norway,59.565701,9.21222
Ørland Airport,Orland,Norway,63.6988983154,9.6040000916
Røros Airport,Roros,Norway,62.5783996582,11.342300415
"Moss Airport, Rygge",Rygge,Norway,59.378817,10.785439
"Svalbard Airport, Longyear",Svalbard,Norway,78.2461013794,15.4656000137
Skien Airport,Skien,Norway,59.1850013733,9.5669403076
Stord Airport,Stord,Norway,59.7919006348,5.3408498764
Sandnessjøen Airport (Stokka),Sandnessjoen,Norway,65.9568023682,12.4688997269
"Tromsø Airport,",Tromso,Norway,69.6832962036,18.9188995361
"Sandefjord Airport, Torp",Sandefjord,Norway,59.1866989136,10.258600235
Trondheim Airport Værnes,Trondheim,Norway,63.4578018,10.9239998
Stavanger Airport Sola,Stavanger,Norway,58.876701354,5.6377801895
Babice Airport,Warsaw,Poland,52.2685012817,20.9109992981
Gdańsk Lech Wałęsa Airport,Gdansk,Poland,54.3776016235,18.4661998749
Kraków John Paul II International Airport,Krakow,Poland,50.077702,19.7848
Muchowiec Airport,Katowice,Poland,50.2380981445,19.0342006683
Katowice International Airport,Katowice,Poland,50.4743,19.08
Mielec Airport,Mielec,Poland,50.3222999573,21.4620990753
Poznań-Ławica Airport,Poznan,Poland,52.4210014343,16.8262996674
Rzeszów-Jasionka Airport,Rzeszow,Poland,50.1100006104,22.0189990997
"Szczecin-Goleniów ""Solidarność"" Airport",Szczecin,Poland,53.5847015381,14.9021997452
Redzikowo Air Base,Slupsk,Poland,54.4789009094,17.1075000763
Swidwin Military Air Base,Shapaja,Poland,53.790599823,15.8262996674
Warsaw Chopin Airport,Warsaw,Poland,52.1656990051,20.9671001434
Copernicus Wrocław Airport,Wroclaw,Poland,51.1026992798,16.885799408
Zielona Góra-Babimost Airport,Zielona Gora,Poland,52.1385002136,15.7986001968
Malmen Air Base,Linkoeping,Sweden,58.4023017883,15.5256996155
Bråvalla Air Base,Norrkoeping,Sweden,58.6109008789,16.1035995483
Uppsala Airport,Uppsala,Sweden,59.8973007202,17.5886001587
Ronneby Airport,Ronneby,Sweden,56.2667007446,15.2650003433
Råda Air Base,Rada,Sweden,58.4981002808,13.0531997681
Gothenburg-Landvetter Airport,Gothenborg,Sweden,57.6627998352,12.279800415
Jönköping Airport,Joenkoeping,Sweden,57.757598877,14.0686998367
Falköping Airport,Falkoping,Sweden,58.1697998047,13.5878000259
Lidköping-Hovby Airport,Lidkoping,Sweden,58.4655,13.1744
Gothenburg City Airport,Gothenborg,Sweden,57.7747,11.8704
