Cadre d'exercice professionnel;;;;;;;;;;Déduction orientation guichet;;;;;;Contrôle de cohérence si activité principale;;;;;liste référénce;;;Métiers d'art;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;;;Régime d'imposition des benefices si typePersonne = P et microEntreprise = false;;;;;;;;;;;;;;Régime d'imposition à la TVA si typePersonne=P et microEntreprise=false;;;;;;;;;;;;SI Type Personne = P et si microentreprise =false;;;;
CodeN1;"Niv. 1 
(Domaine d'activité général)";CodeN2;"Niv. 2
(précision sur le domaine d'activité)";CodeN3;"Niv. 3
(précision du type d'exercice professionnel si besoin)";CodeN4;"Niv. 4
(précision détaillée du type de profession si besoin)";Code final;;Affiliation si principale (hors prolongement agricole);Caisse de retraite spéciale;Forme exercice Activité si  effectif < 11 (hors prolongement agricole);Forme exercice d'activité si JQPA non revendiquée (hors proongement agricole);Forme exercice Activité si prolongement agricole;RESEAU ASSISTANCE;Codes APE compatibles;déduction de precisionActivite;si microEntreprise = true, déduction de regimeImpositionBenefices;;;Affiliateur;Forme d'activité;Encodage ACOSS;Métiers d'art;Régime d'imposition des bénéfices;"Si Micro BIC =""null""";"Si Réel simplifié BIC =""null""";"Si Réel normal BIC = ""null""";"Si Régime d'imposition à l'IS = ""true""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""";Si Franchise en base TVA = false ;Si Réel simplifié TVA = false;Si Réel normal TVA = false;Si Mini réel TVA = false ;Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an;Régime d'imposition des bénéfices (1) ;"Si Déclaration Contrôlée BNC =""null""";"Régime Spécial BNC =""null""";"Si Régime d'imposition à l'IS = ""true""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""true""";Si Franchise en base TVA = false ;Si Réel simplifié TVA = false;Si Réel normal TVA = false;Si Mini réel TVA = false ;Assujettissement à la TVA en cas d’opérations imposables sur option = false;Option pour le dépôt des déclarations trimestrielles, si TVA inférieure à 4000€/ an;Option pour la tenue d’une comptabilité créances/dettes;Régime d'imposition des bénéficces (1) ;"Si Micro BA =""null""";"SI Réel simplifié BA =""null""";Si Réel normal BA = null;Si Forfait forestier = null;Revenus fonciers;"Si Régime d'imposition à l'IS = ""true"" ";"Si Régime d'imposition à l'IS = ""true"" et Réel simplifié IS = ""false""";Exercice d’activités accessoires de nature agricole;Exercice d’activités accessoires de nature agricole et Micro BIC = null;Exercice d’activités accessoires de nature agricole et Réel simplifié BIC = null;Exercice d’activités accessoires de nature agricole et Réel Normal BIC = null;Exercice d’activités accessoires de nature agricole et Spécial BNC = null;“Option pour la tenue d’une comptabilité créances/dettes”;Régime d'imposition à la TVA;Si Remboursement forfaitaire agricole = null;Option particulière à la TVA : Pour la TVA en tant que bailleur de biens ruraux;Option particulière à la TVA : Pour de dépôt d’une déclaration de régularisation portant sur l’exercice comptable;Option particulière à la TVA : Pour le dépôt de déclarations trimestrielles sur la base des recettes réalisées;Option particulière à la TVA : pour le dépôt de déclarations mensuelles sur la base de recettes réalisées;“Régime d’imposition de la TVA (activités accessoires de nature agricole);Si Franchise en base TVA= null;Si Réel simplifié TVA = null;Si Réel normal TVA = null;Assujettissement à la TVA en cas d’opérations imposables sur option;Option pour le dépôt de déclarations trimestrielles, si TVA inférieure à 4000€/an;Régime d'imposition des bénéfices (1) ;;;Régime d'imposition à la TVA;si Régime simplifié TVA = null
02;Industrie et artisanat de fabrication ;08;Edition, informatique et télécommunication;07;Programmation et diffusion;00;;02080700;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"60.10Z  ; 60.20A  ; 60.20B";"""04""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;Industrie et artisanat de fabrication ;08;Edition, informatique et télécommunication;08;Télécommunications;00;;02080800;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"61.10Z  ; 61.20Z  ; 61.30Z  ; 61.90Z";"""04""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;Industrie et artisanat de fabrication ;08;Edition, informatique et télécommunication;09;Programmation, conseil et autres activités informatiques ;01;A titre commercial;02080901;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"62.01Z  ; 62.02A  ; 62.02B  ; 62.03Z  ; 62.09Z";"""04""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
02;Industrie et artisanat de fabrication ;08;Edition, informatique et télécommunication;09;Programmation, conseil et autres activités informatiques ;02;A titre indépendant;02080902;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;AGRICOLE (NON ACTIF);;"62.01Z  ; 62.02A  ; 62.02B  ; 62.03Z  ; 62.09Z";"""04""";Micro BIC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;;;;;;;;;;;;;Déclaration Contrôlée BNC;Régime Spécial BNC;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;True or false;"Si Déclaration Contrôlée BNC =""true"" ou Si Régime Spécial BNC = ""true""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;01;Réparation d'ouvrages en métaux, de machines et d'équipements divers;00;;03010100;;ACOSS;;ARTISANALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"33.11Z  ; 33.13Z  ; 33.15Z  ; 33.16Z  ; 33.17Z  ; 33.19Z";"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;Armurier, Coutelier, taillandier, Fabricant de serrures, Charpentier de marine, Fabricant de véhicules de collection (bateaux), Restaurateur de véhicules de collection (bateaux), Fabricant de véhicules de collection (avions), Restaurateur de véhicules de collection (avions), Charron, Facteur d'orgues, Restaurateur d'orgues, facteur de clavecins et d'épinettes, restaurateur de clavecins et d'épinettes, Facteur d’instruments traditionnels, Restaurateur d’instruments traditionnels, Facteur d'harmoniums, restaurateur d'harmoniums;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;02;Réparation de machines et équipements mécaniques;01;Réparation et entretien de machines agricoles et forestières ;03010201;;MSA;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.12Z;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;02;Réparation de machines et équipements mécaniques;02;Réparation et entretien de machines pour la construction et l'extraction;03010202;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.12Z;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;02;Réparation de machines et équipements mécaniques;03;Réparation d'autres machines et équipements mécaniques;03010203;;ACOSS;;ARTISANALE;Non applicable;AGRICOLE (NON ACTIF);;33.12Z;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;03;Réparation d'équipements électriques;01;Réparation, rembobinage et entretien de transformateurs électriques et de groupes électrogènes à moteur ;03010301;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.14Z;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;03;Réparation d'équipements électriques;02;Réparation et entretien de matériel de distribution et de commande;03010302;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.14Z;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;03;Réparation d'équipements électriques;03;Réparation et entretien de dispositifs de câblage porteurs et non porteurs de courant pour le câblage d'installation électrique;03010303;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.14Z;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;03;Réparation d'équipements électriques;04;Réparation d'autres équipements électriques;03010304;;ACOSS;;ARTISANALE;Non applicable;AGRICOLE (NON ACTIF);;33.14Z;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;04;Installation de structures métalliques, chaudronnées et de tuyauterie.;01;Installation de générateurs de vapeur, de chaudières et de pompes à chaleur pour le chauffage central;03010401;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.20A;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;04;Installation de structures métalliques, chaudronnées et de tuyauterie.;02;Installation et travaux de tuyauterie métallique sur site industriel : chimie, pétrole…;03010402;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.20A;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;04;Installation de structures métalliques, chaudronnées et de tuyauterie.;03;Installation d'autres structures métalliques;03010403;;ACOSS;;ARTISANALE;Non applicable;AGRICOLE (NON ACTIF);;33.20A;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;05;Installation de machines et équipements mécaniques.;01;Installation et montage de pompes, compresseurs et systèmes hydrauliques;03010501;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.20B;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;05;Installation de machines et équipements mécaniques.;02;Installation d'articles de robinetterie et similaires ;03010502;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;33.20B;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;05;Installation de machines et équipements mécaniques.;03;Installation d'autres machines et équipements mécaniques;03010503;;ACOSS;;ARTISANALE;Non applicable;AGRICOLE (NON ACTIF);;33.20B;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;06;Conception d'ensemble et assemblage sur site industriel d'équipements de contrôle des processus industriels;00;;03010600;;ACOSS;;ARTISANALE;COMMERCIALE;AGRICOLE (NON ACTIF);;33.20C ;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;07;Installation et montage de matériels électriques divers;00;;03010700;;ACOSS;;ARTISANALE_REGLEMENTEE;COMMERCIALE;AGRICOLE (NON ACTIF);;33.20D;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;Campaniste;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;01;Réparation et installation de machines et d'équipements ;08;Installation de matériels électroniques et optiques ou d'autres matériels;00;;03010800;;ACOSS;;ARTISANALE;COMMERCIALE;AGRICOLE (NON ACTIF);;33.20D;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;Campaniste;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;02;Entretien, réparation, nettoyage et embellissement de véhicules automobiles;01;Entretien et réparation de véhicules automobiles;00;;03020100;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;"45.20A ; 45.20B";"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;Fabricant de véhicules de collection (voiture,moto), restaurateur de véhicules de collection (voiture,moto), Carrossier;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;02;Entretien, réparation, nettoyage et embellissement de véhicules automobiles;02;Nettoyage et embellissement de véhicules automobiles;00;;03020200;;ACOSS;;ARTISANALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"45.20A ; 45.20B";"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;03;Réparation de motocycles.;00; ;00;;03030000;;ACOSS;;ARTISANALE_REGLEMENTEE;Non applicable;AGRICOLE (NON ACTIF);;45.40Z;"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;Fabricant de véhicules de collection (voiture,moto), restaurateur de véhicules de collection (voiture,moto);Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;04;Réparation de biens personnels et domestiques et d'ordinateurs;00;;00;;03040000;;ACOSS;;ARTISANALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"95.11Z  ; 95.12Z  ; 95.21Z  ; 95.22Z  ; 95.23Z  ; 95.24Z  ; 95.25Z  ; 95.29Z";"""99""
precisionAutre = ""Installation et réparation""";micro BIC;;;;;;Restaurateur de meubles, bijoutier, bijoutier en métaux précieux, bijoutier fantaisie, Horloger, Joaillier, Orfèvre, Sertisseur, Polisseur, Facteur de harpes, restaurateur de harpes, Luthier, restaurateur d'instruments à cordes frottées, Luthier en guitare, restaurateur de guitares, Facteur d'accordéons, restaurateur d’accordéons, Facteur de percussions, restaurateur de percussions, Facteur d'instruments à claviers, restaurateur d'instruments à claviers, Facteur de pianos, restaurateur de pianos, Facteur d’instruments à vent en bois, restaurateur d’instruments à vent en bois, Facteur d’instruments à vent en métal, restaurateur d’instruments à vent en métal, Facteur d’instruments de musique mécanique, restaurateur d’instruments de musique mécanique, Facteur d'instruments à vent, restaurateur d'instruments à vent, Restaurateur de documents graphiques et imprimés;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
03;Installation et réparation;05;"Travaux de petit bricolage dits "" homme toutes mains """;00;;00;;03050000;;ACOSS;;LIBERALE_NON_REGLEMENTEE;LIBERALE_NON_REGLEMENTEE;ACTIF_AGRICOLE;;95.29Z;;micro BIC;;;;;"<C44.1.1>TYPPL</C44.1.1>
<C44.1.2>4</C44.1.2>";;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;Réseaux de production, de distribution et de traitement des fluides et des déchets ;01;Production, transport et distribution d'électricité;01;Production, transport et distribution d'électricité à titre professionnel;00;;04010100;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"35.11Z ; 35.12Z ; 35.13Z ; 35.14Z";"""04""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;Réseaux de production, de distribution et de traitement des fluides et des déchets ;01;Production, transport et distribution d'électricité;02;Particulier producteur d'énergie photovoltaïque;00;;04010200;;;;GESTION_DE_BIENS;GESTION_DE_BIENS;AGRICOLE (NON ACTIF);;"35.11Z ; 35.12Z ; 35.13Z ; 35.14Z";"""04""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;Réseaux de production, de distribution et de traitement des fluides et des déchets ;02;Production et distribution de combustibles gazeux;00;;00;;04020000;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;"35.21Z  ; 35.22Z  ; 35.23Z";"""04""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;Réseaux de production, de distribution et de traitement des fluides et des déchets ;03;Production et distribution de vapeur et d'air conditionné;00;;00;;04030000;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;35.30Z;"""04""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
04;Réseaux de production, de distribution et de traitement des fluides et des déchets ;04;Captage, traitement et distribution d'eau;00;;00;;04040000;;ACOSS;;COMMERCIALE;COMMERCIALE;AGRICOLE (NON ACTIF);;36.00Z;"""99""
precisionAutre = ""collecte et traitement de fluides et de déchets""";micro BIC;;;;;;;Micro BIC ;Réel simplifié BIC ;Réel normal BIC ;Option pour l'imposition sur les sociétés IS ;Réel simplifié IS ;Réel normal IS ;Franchise en base TVA ;Réel simplifié TVA ;Réel normal TVA ;Mini réel TVA ;Assujetissement de la TVA en cas d'opérations imposables sur options;Si applicable ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
